employee_id,age,gender,marital_status,department,job_role,job_level,monthly_income,hourly_rate,years_at_company,years_in_current_role,years_since_last_promotion,work_life_balance,job_satisfaction,performance_rating,training_hours_last_year,overtime,project_count,average_hours_worked_per_week,absenteeism,work_environment_satisfaction,relationship_with_manager,job_involvement,distance_from_home,number_of_companies_worked,attrition,sentiment_score,sentiment_label,feedback_text
175,21,0,1,4,1,5,5547,64,10,6,8,1,4,2,80,0,7,53,5,3,3,3,31,2,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
176,47,0,2,1,3,2,6164,29,28,8,2,1,3,4,61,1,2,40,17,4,4,4,25,3,0,3.0,Positive,I am happy with my job and work-life balance.
177,42,0,1,0,2,3,17414,21,21,6,3,1,1,4,61,1,3,43,0,3,3,1,8,3,1,2.0,Neutral,"My job is okay, not too good or bad."
178,56,1,0,4,0,5,17327,54,5,9,0,3,2,3,37,0,6,53,2,2,2,4,1,3,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
179,51,0,0,1,1,3,18576,42,17,14,0,3,5,1,25,1,3,39,16,3,2,4,7,1,1,3.25,Positive,I am happy with my job and work-life balance.
180,52,1,1,3,3,3,3946,46,26,5,0,1,1,1,23,1,2,44,15,4,2,4,7,4,0,2.0,Neutral,"My job is okay, not too good or bad."
181,20,0,1,3,0,5,17693,29,5,2,8,4,2,4,38,1,4,36,7,2,3,3,8,4,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
182,38,1,2,3,3,5,19890,99,22,8,7,1,3,4,20,1,5,36,16,1,4,2,19,3,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
183,21,1,1,3,0,1,18540,84,15,9,4,4,4,1,93,0,9,39,7,3,1,3,17,1,0,3.0,Positive,I am happy with my job and work-life balance.
184,45,0,2,2,0,3,9719,79,13,14,4,2,5,3,46,0,3,33,16,2,4,1,11,4,0,3.25,Positive,I am happy with my job and work-life balance.
185,51,0,2,0,3,4,11435,18,28,10,8,3,3,4,47,1,3,54,8,3,2,3,47,2,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
186,25,1,0,0,1,3,14350,25,1,4,2,3,2,3,12,0,6,57,11,4,3,3,41,2,0,3.0,Positive,I am happy with my job and work-life balance.
187,51,0,0,2,1,3,6590,40,11,6,2,4,5,2,2,1,5,47,18,2,3,3,49,2,0,3.5,Positive,I am happy with my job and work-life balance.
188,23,1,0,4,2,5,13064,75,23,11,6,1,1,4,31,1,6,56,3,1,2,3,11,4,0,1.25,Negative,I am dissatisfied with my job and work-life balance.
189,30,1,0,4,0,3,3390,51,1,10,8,3,4,2,34,0,7,54,10,1,3,4,38,3,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
190,36,1,1,3,2,3,15668,37,11,8,5,4,2,4,18,0,3,39,3,3,2,2,41,2,1,2.75,Negative,I am dissatisfied with my job and work-life balance.
191,57,1,0,1,2,4,14569,99,18,9,1,2,4,2,13,1,5,48,13,4,4,1,2,3,0,3.5,Positive,I am happy with my job and work-life balance.
192,43,1,1,4,3,5,16029,54,18,12,0,2,5,4,47,1,8,43,13,4,3,1,4,1,1,3.5,Positive,I am happy with my job and work-life balance.
193,24,0,0,1,3,3,16107,91,21,5,1,3,3,3,85,1,4,42,5,3,1,1,28,2,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
194,53,1,1,0,3,2,5560,37,26,12,0,1,4,3,80,1,2,44,16,2,3,3,33,1,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
195,25,1,2,1,0,1,8867,30,16,6,9,4,1,3,67,0,4,45,1,2,2,1,11,3,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
196,41,0,1,0,3,4,18284,75,13,11,9,3,2,2,44,0,2,31,7,3,1,4,3,4,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
197,30,1,1,2,3,3,4211,82,7,4,8,2,1,3,18,1,3,58,3,2,2,2,40,3,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
198,35,0,0,2,0,2,12121,94,1,5,9,1,4,2,63,1,4,33,9,2,3,3,5,2,1,2.5,Negative,I am dissatisfied with my job and work-life balance.
199,52,0,1,3,0,3,4539,45,26,7,7,4,3,4,65,0,4,50,6,2,1,3,21,2,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
200,28,0,2,4,1,3,11693,67,16,9,6,3,3,2,78,1,9,47,3,3,1,4,22,3,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
201,25,1,2,3,3,5,11921,39,1,10,2,4,1,4,65,0,6,58,15,1,3,1,37,2,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
202,35,1,0,0,3,5,13310,58,17,11,7,1,5,1,74,1,9,46,13,4,1,3,11,2,1,2.75,Negative,I am dissatisfied with my job and work-life balance.
203,48,1,2,3,3,5,15744,26,6,13,1,1,5,1,44,0,4,39,15,1,4,3,44,1,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
204,22,0,1,1,1,2,7386,23,2,6,1,2,3,1,86,1,9,56,8,2,1,4,22,4,0,2.0,Neutral,"My job is okay, not too good or bad."
205,39,1,2,0,3,3,15242,26,17,14,9,1,1,2,73,1,9,50,3,3,1,4,41,3,0,1.5,Negative,I am dissatisfied with my job and work-life balance.
206,55,0,0,2,1,1,17257,83,6,6,2,3,1,1,66,1,6,38,5,4,4,1,13,1,0,3.0,Positive,I am happy with my job and work-life balance.
207,38,1,1,4,2,4,11947,68,14,8,6,4,1,1,68,0,5,44,0,2,2,2,3,2,1,2.25,Negative,I am dissatisfied with my job and work-life balance.
208,45,0,0,0,1,5,16946,68,18,11,0,1,4,1,2,0,3,57,6,4,2,2,13,1,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
209,22,1,1,0,2,5,8930,42,6,4,7,1,5,4,37,1,5,41,0,4,4,1,28,4,0,3.5,Positive,I am happy with my job and work-life balance.
210,38,1,2,1,3,3,8402,70,10,3,6,3,5,3,76,1,3,50,18,1,1,2,11,3,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
211,39,1,0,4,2,3,19017,83,24,14,3,4,4,2,41,1,5,57,7,2,3,4,11,4,1,3.25,Positive,I am happy with my job and work-life balance.
212,51,0,0,2,1,2,3507,91,18,7,4,4,2,1,82,1,5,56,2,4,4,4,21,4,0,3.5,Positive,I am happy with my job and work-life balance.
213,26,0,1,0,0,2,4436,72,27,5,9,2,4,4,39,0,2,55,0,1,3,4,21,1,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
214,52,1,0,0,2,5,14618,92,9,2,0,2,1,3,49,0,9,38,0,3,2,2,7,1,0,2.0,Neutral,"My job is okay, not too good or bad."
215,59,1,1,1,2,3,11750,89,8,2,3,4,4,3,34,0,7,43,6,4,4,2,17,4,0,4.0,Positive,I am happy with my job and work-life balance.
216,58,0,1,3,3,1,19122,56,28,11,0,3,1,3,23,1,6,42,12,2,3,3,48,2,1,2.25,Negative,I am dissatisfied with my job and work-life balance.
217,37,0,1,2,1,4,10354,52,10,6,0,3,3,4,87,1,5,57,0,3,1,3,14,3,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
218,59,0,1,4,2,3,14294,82,17,8,9,2,1,1,16,0,4,55,15,4,4,3,33,2,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
219,20,1,2,0,2,3,16840,67,23,1,0,1,5,3,39,1,8,35,13,4,3,2,11,2,0,3.25,Positive,I am happy with my job and work-life balance.
220,30,0,1,0,2,2,7399,47,29,11,6,3,4,4,73,0,2,48,3,2,4,3,13,3,0,3.25,Positive,I am happy with my job and work-life balance.
221,47,1,0,2,2,4,8037,85,26,6,6,1,1,4,65,0,8,33,11,4,4,4,1,1,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
222,44,0,2,3,0,5,18848,70,6,12,3,3,2,2,43,0,1,49,11,2,2,2,34,2,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
223,42,1,0,0,1,3,6715,86,14,2,1,4,3,4,22,0,1,46,16,2,2,1,9,1,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
224,50,0,2,2,3,5,17877,65,22,2,2,2,2,3,5,1,3,48,14,2,1,2,13,3,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
225,49,0,1,1,3,3,10837,88,22,7,7,1,2,3,65,0,5,32,9,2,2,3,37,2,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
226,54,0,2,3,0,5,4301,57,6,10,7,1,2,4,20,1,6,58,2,4,2,2,30,1,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
227,26,0,2,4,1,4,10370,29,26,1,5,4,3,3,34,0,4,43,19,3,2,3,41,1,0,3.0,Positive,I am happy with my job and work-life balance.
228,35,0,0,0,2,2,9411,52,7,6,9,3,3,4,28,0,7,46,19,3,3,3,45,2,0,3.0,Positive,I am happy with my job and work-life balance.
229,45,1,0,2,0,4,9365,29,12,14,8,1,3,3,6,0,7,42,11,1,4,1,37,3,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
230,21,0,1,1,1,1,18449,19,3,7,8,3,3,2,92,0,2,38,0,2,2,1,47,4,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
231,20,0,2,4,2,2,3692,97,14,14,3,4,2,1,52,1,2,56,0,4,3,4,7,1,1,3.25,Positive,I am happy with my job and work-life balance.
232,31,0,2,2,0,4,4478,68,22,8,0,2,5,2,36,1,2,30,9,4,4,3,14,3,0,3.75,Positive,I am happy with my job and work-life balance.
233,24,1,2,2,1,1,9396,65,19,7,0,1,5,2,22,1,2,54,17,1,2,2,48,2,1,2.25,Negative,I am dissatisfied with my job and work-life balance.
234,56,0,1,4,3,3,11448,24,23,6,9,3,3,1,96,1,9,46,14,3,2,1,6,1,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
235,51,1,1,1,3,3,13622,26,16,9,4,1,4,3,7,0,5,45,1,4,4,1,34,1,0,3.25,Positive,I am happy with my job and work-life balance.
236,28,0,1,1,1,5,19825,18,7,13,1,3,1,1,75,1,8,47,16,1,3,3,16,1,0,2.0,Neutral,"My job is okay, not too good or bad."
237,54,0,1,3,3,2,13073,32,8,3,5,3,4,4,47,1,5,31,7,3,3,2,37,3,1,3.25,Positive,I am happy with my job and work-life balance.
238,38,1,1,0,1,3,5646,94,18,11,6,3,4,1,9,0,5,43,8,4,1,1,36,1,0,3.0,Positive,I am happy with my job and work-life balance.
239,35,0,0,4,2,2,8209,50,25,6,0,4,4,2,78,1,1,51,19,2,4,1,46,1,0,3.5,Positive,I am happy with my job and work-life balance.
240,22,1,2,4,1,3,9533,39,13,4,5,2,5,1,23,1,6,52,10,1,1,2,6,2,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
241,39,1,2,4,2,5,10211,90,21,2,7,1,1,3,89,1,4,56,5,4,3,1,8,1,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
242,43,0,2,1,0,4,12927,50,9,1,4,2,4,2,46,1,3,46,13,1,2,2,24,3,1,2.25,Negative,I am dissatisfied with my job and work-life balance.
243,52,1,2,0,1,5,14927,81,10,12,6,3,3,4,52,0,6,32,0,1,1,3,3,2,0,2.0,Neutral,"My job is okay, not too good or bad."
244,43,0,2,3,0,1,12316,23,21,12,9,3,5,3,38,0,2,31,6,1,3,1,4,4,0,3.0,Positive,I am happy with my job and work-life balance.
245,30,0,2,2,3,3,15177,75,23,14,5,2,3,2,66,1,8,37,8,2,3,3,32,2,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
246,27,1,2,2,2,1,13846,67,27,1,3,2,3,4,65,0,1,54,10,3,2,2,1,1,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
247,55,1,2,4,1,1,10933,32,9,11,6,1,4,3,5,1,9,58,15,3,4,3,34,4,0,3.0,Positive,I am happy with my job and work-life balance.
248,57,1,0,0,0,2,8476,57,15,10,9,3,3,4,20,1,8,31,18,4,3,3,45,2,0,3.25,Positive,I am happy with my job and work-life balance.
249,59,1,2,1,2,3,16853,49,20,3,8,2,1,1,72,1,1,31,1,2,1,3,9,1,0,1.5,Negative,I am dissatisfied with my job and work-life balance.
250,39,0,0,0,2,1,10928,77,2,4,9,4,3,1,73,0,9,55,14,3,2,4,12,2,0,3.0,Positive,I am happy with my job and work-life balance.
251,54,0,1,0,3,4,5080,92,25,2,9,3,4,4,35,0,2,38,2,4,4,2,10,3,0,3.75,Positive,I am happy with my job and work-life balance.
252,44,1,2,1,3,1,9089,18,13,13,6,3,3,1,2,0,3,59,3,4,4,2,10,1,0,3.5,Positive,I am happy with my job and work-life balance.
253,54,0,1,4,2,4,10797,55,2,12,4,1,5,4,87,0,2,49,19,1,4,2,44,3,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
254,44,0,1,0,2,2,11346,59,19,11,6,4,5,3,85,0,8,50,6,2,3,2,48,1,0,3.5,Positive,I am happy with my job and work-life balance.
255,48,0,1,2,1,1,3904,64,26,11,2,1,5,2,77,0,2,58,11,3,4,2,23,3,0,3.25,Positive,I am happy with my job and work-life balance.
256,37,0,0,1,2,5,19788,93,2,14,1,4,2,4,41,1,2,56,3,2,3,1,6,4,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
257,37,1,1,3,1,2,12974,42,3,11,4,1,5,2,44,0,1,54,9,2,2,1,24,3,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
258,21,1,1,4,2,4,4184,56,6,1,3,4,5,2,43,1,7,35,5,3,2,1,24,2,0,3.5,Positive,I am happy with my job and work-life balance.
259,54,0,1,1,3,2,4725,94,3,4,4,4,2,4,90,1,2,55,13,3,4,3,21,1,0,3.25,Positive,I am happy with my job and work-life balance.
260,35,1,2,3,1,1,14380,90,10,7,7,4,5,1,32,0,5,41,2,2,2,3,42,2,0,3.25,Positive,I am happy with my job and work-life balance.
261,55,1,2,3,0,3,16057,83,24,10,3,2,4,3,59,1,5,54,16,4,1,2,31,3,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
262,52,1,0,0,3,3,8606,15,27,11,8,3,5,2,85,1,3,38,10,2,1,4,47,1,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
263,23,0,0,0,1,4,6956,53,6,6,6,4,5,3,92,1,3,36,9,3,3,2,41,3,0,3.75,Positive,I am happy with my job and work-life balance.
264,52,0,2,0,1,4,19555,31,23,6,9,2,2,2,82,0,3,59,9,2,4,1,30,4,1,2.5,Negative,I am dissatisfied with my job and work-life balance.
265,33,0,0,1,0,3,19081,49,16,11,6,2,4,4,82,0,6,41,9,3,3,2,34,4,0,3.0,Positive,I am happy with my job and work-life balance.
266,40,1,2,1,1,4,3421,60,17,9,7,1,3,1,69,1,4,55,2,4,2,3,18,4,1,2.5,Negative,I am dissatisfied with my job and work-life balance.
267,39,0,1,4,2,2,8540,56,19,14,5,3,1,3,82,0,3,54,14,2,4,2,12,3,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
268,27,0,1,0,0,5,19288,53,3,2,7,3,4,2,76,1,2,34,16,4,3,1,35,3,0,3.5,Positive,I am happy with my job and work-life balance.
269,26,1,0,3,3,5,18966,63,18,4,2,1,3,4,25,0,3,45,17,2,4,2,7,4,1,2.5,Negative,I am dissatisfied with my job and work-life balance.
270,22,0,2,2,3,2,18882,76,7,5,9,3,4,4,85,1,4,34,18,2,4,3,41,3,0,3.25,Positive,I am happy with my job and work-life balance.
271,36,0,2,4,2,5,7675,52,9,1,9,1,3,2,20,1,6,41,18,3,3,4,40,2,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
272,52,1,0,1,3,1,12082,37,20,8,0,2,3,2,99,0,4,53,11,1,4,1,25,3,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
273,31,1,2,4,1,2,16009,36,12,8,5,2,4,2,1,0,8,55,4,3,2,2,6,2,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
274,41,1,1,4,1,4,9748,18,5,6,0,4,2,1,46,0,3,49,15,2,1,3,1,4,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
275,41,0,0,4,2,2,9103,63,3,12,8,1,4,2,29,0,3,38,14,1,1,1,46,3,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
276,49,0,0,4,3,3,14348,73,11,5,1,2,4,2,26,0,3,52,14,1,4,1,16,4,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
277,57,0,2,2,3,4,12782,87,25,8,1,2,3,1,70,1,8,36,5,4,1,3,48,1,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
278,57,1,0,0,2,3,8882,82,4,3,6,1,1,4,19,1,4,58,11,2,4,2,4,3,0,2.0,Neutral,"My job is okay, not too good or bad."
279,27,1,2,3,0,4,8798,85,5,3,1,2,3,2,49,1,1,48,1,3,3,2,29,3,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
280,46,0,2,4,3,5,12627,16,1,2,9,3,5,3,94,0,2,49,19,1,2,2,38,4,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
281,46,0,2,4,0,2,11415,63,27,5,7,2,4,4,22,0,2,52,8,1,1,1,47,4,0,2.0,Neutral,"My job is okay, not too good or bad."
282,53,1,2,4,3,1,15466,45,28,3,5,1,4,3,12,1,3,40,3,3,3,4,28,4,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
283,40,1,2,0,3,4,12846,54,29,3,6,3,2,2,80,1,6,56,4,3,2,1,22,1,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
284,49,1,0,1,3,4,15720,62,18,6,6,3,3,1,3,1,8,59,7,1,1,2,8,1,0,2.0,Neutral,"My job is okay, not too good or bad."
285,52,1,1,1,3,3,12145,65,12,8,5,2,2,1,13,1,1,50,9,3,1,1,32,4,1,2.0,Neutral,"My job is okay, not too good or bad."
286,47,0,1,2,1,5,7524,57,13,2,9,4,4,1,19,0,9,41,6,4,2,4,33,3,0,3.5,Positive,I am happy with my job and work-life balance.
287,52,1,0,1,0,3,9559,69,9,4,8,3,3,2,12,1,1,32,13,1,3,1,13,3,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
288,24,0,0,4,0,3,10620,63,2,11,8,1,3,2,2,0,2,46,4,4,3,3,27,4,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
289,38,0,1,4,3,5,6124,94,5,7,6,4,5,3,89,1,3,36,15,2,1,2,18,2,0,3.0,Positive,I am happy with my job and work-life balance.
290,23,0,1,4,3,1,11671,71,13,1,8,4,5,1,89,0,7,51,14,4,2,2,18,1,1,3.75,Positive,I am happy with my job and work-life balance.
291,54,1,1,2,0,3,14706,91,16,1,9,3,1,2,81,0,9,39,4,3,3,2,13,1,1,2.5,Negative,I am dissatisfied with my job and work-life balance.
292,36,1,1,4,1,3,15070,29,16,12,2,2,5,4,95,0,3,52,2,1,2,1,22,2,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
293,47,1,1,1,2,4,11134,41,24,13,2,4,3,2,77,0,8,44,9,4,2,1,14,4,0,3.25,Positive,I am happy with my job and work-life balance.
294,49,1,2,0,2,5,3924,82,3,10,0,2,5,2,46,1,9,59,4,3,1,1,11,3,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
295,48,0,0,0,0,2,8506,94,22,7,4,3,1,4,2,1,7,31,14,3,2,2,39,3,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
296,25,1,2,3,3,1,16650,78,4,14,3,1,4,1,0,1,4,42,17,4,2,1,22,1,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
297,54,1,1,1,3,1,5395,44,11,7,1,4,5,4,89,0,4,57,7,1,4,2,36,2,0,3.5,Positive,I am happy with my job and work-life balance.
298,56,0,1,4,1,5,18310,50,23,1,8,1,3,1,23,1,4,33,1,4,2,1,17,3,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
299,43,1,1,0,2,4,11226,81,26,1,2,2,4,4,34,1,6,47,7,2,3,2,32,1,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
300,48,0,2,1,1,4,14781,63,14,4,7,2,3,3,13,1,4,53,7,4,1,3,14,3,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
301,50,0,2,0,2,5,8515,90,29,5,5,1,4,1,66,0,5,52,3,4,1,1,42,3,1,2.5,Negative,I am dissatisfied with my job and work-life balance.
302,54,0,1,4,0,4,6365,69,3,5,4,3,3,2,12,0,9,30,18,1,2,2,29,3,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
303,52,0,2,0,2,1,19972,99,16,4,0,3,5,3,46,0,7,31,17,4,2,3,6,1,0,3.5,Positive,I am happy with my job and work-life balance.
304,40,0,2,3,1,1,14410,70,22,8,3,4,5,1,49,1,8,31,0,3,3,3,4,2,0,3.75,Positive,I am happy with my job and work-life balance.
305,51,0,1,3,1,2,12095,82,15,7,2,4,1,1,77,1,5,33,19,1,4,4,11,4,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
306,42,0,2,0,1,5,13361,58,28,9,0,3,4,1,84,1,5,32,14,3,1,1,45,2,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
307,52,0,0,1,0,3,11531,45,10,7,4,3,1,4,25,0,7,46,17,1,4,2,40,3,1,2.25,Negative,I am dissatisfied with my job and work-life balance.
308,22,1,0,1,2,3,7270,72,9,10,5,1,2,1,2,1,8,57,11,2,3,4,10,2,1,2.0,Neutral,"My job is okay, not too good or bad."
309,37,1,0,1,2,2,12906,67,11,1,1,2,5,2,50,0,9,43,0,2,1,1,28,3,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
310,44,1,0,0,1,2,19940,98,16,13,2,2,4,1,39,0,2,31,6,2,3,3,11,1,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
311,50,1,1,1,2,4,14279,93,10,14,5,4,1,2,67,0,3,45,18,4,2,1,35,1,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
312,22,0,1,4,3,2,8452,37,17,7,3,3,1,2,35,0,2,40,0,2,3,2,15,1,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
313,59,1,1,3,3,2,9477,42,19,1,8,1,2,2,50,1,7,54,6,1,2,3,8,3,0,1.5,Negative,I am dissatisfied with my job and work-life balance.
314,43,0,0,4,3,3,9470,30,2,7,4,4,1,3,0,1,2,42,1,2,4,4,20,2,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
315,51,1,0,1,2,4,5062,51,24,10,3,1,3,2,32,0,2,30,6,1,1,1,21,4,0,1.5,Negative,I am dissatisfied with my job and work-life balance.
316,41,1,2,4,0,2,12030,35,23,8,1,3,5,4,6,1,2,54,18,3,1,1,1,4,1,3.0,Positive,I am happy with my job and work-life balance.
317,42,1,2,1,0,2,4813,93,2,11,5,3,1,1,51,0,4,52,12,4,4,4,29,1,1,3.0,Positive,I am happy with my job and work-life balance.
318,21,0,0,0,0,4,14671,31,6,9,9,3,1,4,10,1,1,31,4,3,2,1,24,4,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
319,46,1,0,4,0,5,17308,51,19,12,1,2,2,3,26,1,2,31,18,3,1,1,30,3,0,2.0,Neutral,"My job is okay, not too good or bad."
320,21,0,0,0,3,4,5313,91,8,3,6,3,3,1,13,0,3,50,0,2,3,1,40,2,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
321,45,0,0,0,3,3,12706,33,26,4,2,4,1,2,85,0,7,58,0,2,2,3,35,4,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
322,36,1,2,2,1,5,12837,44,29,4,8,2,5,1,79,0,1,34,17,2,1,3,33,4,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
323,59,1,0,1,2,1,8831,59,3,12,4,1,5,3,45,0,6,33,0,3,3,2,20,2,0,3.0,Positive,I am happy with my job and work-life balance.
324,52,1,2,3,2,4,7056,32,26,9,7,4,1,3,75,1,3,41,4,4,3,1,16,4,0,3.0,Positive,I am happy with my job and work-life balance.
325,28,0,0,1,0,3,3305,92,14,13,5,4,3,4,9,0,3,55,8,4,1,2,9,2,1,3.0,Positive,I am happy with my job and work-life balance.
326,58,1,0,3,3,5,17347,76,25,7,9,1,5,1,23,1,4,55,11,3,4,3,31,3,1,3.25,Positive,I am happy with my job and work-life balance.
327,48,0,0,1,0,4,4689,50,16,3,7,2,5,1,60,0,4,58,8,4,4,1,17,3,0,3.75,Positive,I am happy with my job and work-life balance.
328,45,0,2,0,1,2,6917,98,1,10,2,4,3,1,17,1,7,57,17,3,1,2,31,3,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
329,54,1,2,4,2,4,5936,66,21,5,2,4,3,4,85,0,3,32,10,3,3,1,48,1,1,3.25,Positive,I am happy with my job and work-life balance.
330,44,1,1,4,2,1,6862,33,3,7,4,4,1,3,8,1,8,49,0,4,4,1,23,3,1,3.25,Positive,I am happy with my job and work-life balance.
331,43,0,0,2,0,4,17506,58,22,8,9,2,4,2,16,1,8,39,18,1,4,4,6,4,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
332,32,0,1,3,1,5,17318,21,26,1,2,2,2,1,57,1,7,49,9,1,4,2,30,1,0,2.25,Negative,I am dissatisfied with my job and work-life balance.
333,26,0,1,3,2,5,18300,58,18,12,7,2,4,4,12,0,2,47,1,2,2,3,7,1,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
334,55,1,2,3,1,4,8649,82,9,2,9,4,4,4,49,0,5,50,6,4,4,2,48,1,1,4.0,Positive,I am happy with my job and work-life balance.
335,39,0,2,0,1,5,18674,48,6,7,7,3,5,2,5,0,6,50,19,2,1,2,40,3,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
336,20,1,1,3,0,2,8560,80,23,11,1,1,3,3,84,0,4,50,1,3,1,2,42,1,0,2.0,Neutral,"My job is okay, not too good or bad."
337,27,0,0,4,3,4,18451,83,21,13,3,3,5,1,50,1,5,56,18,1,2,4,46,3,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
338,35,0,2,0,0,2,4079,69,25,14,9,2,2,1,35,1,9,56,5,4,2,1,11,3,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
339,33,1,0,1,3,2,16983,24,1,13,0,4,1,4,70,1,7,39,9,4,1,3,34,1,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
340,31,0,0,3,1,3,18327,56,21,2,3,4,2,3,99,0,2,30,8,4,2,4,12,1,0,3.0,Positive,I am happy with my job and work-life balance.
341,42,1,1,3,3,4,15755,55,27,7,3,3,5,1,24,1,1,35,7,1,4,3,45,4,0,3.25,Positive,I am happy with my job and work-life balance.
342,34,1,1,1,1,5,10235,91,10,9,9,3,5,2,10,1,2,40,10,2,3,4,47,1,0,3.25,Positive,I am happy with my job and work-life balance.
343,47,0,1,3,2,2,5031,83,27,11,8,1,5,3,43,0,3,31,8,1,3,1,27,3,0,2.5,Negative,I am dissatisfied with my job and work-life balance.
344,53,1,1,1,2,3,11514,24,6,2,2,4,5,3,13,0,2,36,19,2,3,3,12,4,0,3.5,Positive,I am happy with my job and work-life balance.
345,21,1,2,0,2,4,12095,24,23,7,1,3,4,4,28,1,3,49,19,3,1,2,13,4,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
346,51,0,2,4,0,4,17287,74,12,4,8,1,1,4,73,0,9,50,8,3,2,4,8,3,0,1.75,Negative,I am dissatisfied with my job and work-life balance.
347,42,1,1,1,0,1,8911,65,4,11,8,2,4,1,49,0,4,50,7,2,3,3,16,1,0,2.75,Negative,I am dissatisfied with my job and work-life balance.
348,41,1,2,2,1,1,14695,35,28,13,0,3,5,4,4,0,9,50,14,3,4,1,29,1,0,3.75,Positive,I am happy with my job and work-life balance.
349,44,1,1,1,2,2,6340,22,13,2,5,2,3,3,71,0,3,47,1,3,4,3,35,2,1,3.0,Positive,I am happy with my job and work-life balance.
350,41,0,0,3,0,1,10876,79,17,13,9,1,4,1,68,1,1,50,0,4,4,4,29,1,1,3.25,Positive,I am happy with my job and work-life balance.
